case_id,ho_id,source_item_sha256,capability_type,exposure_class_draft,classification_reason,trigger_or_discoverability,source_text
case_CL120_EHR_109,HO3,4a279d26dd00863ff051f2e57f1a681a0b6d530a9a28f2fa57e1c7e867b8a44d,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True adapt communication to literacy, anxiety, age, stigma, refusal, fatigue, or conflict 加分点在于提高依从性的沟通方式；最低责任链只要求告知限制和措施。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 对焦虑家属和不愿麻烦人的老人采用合作式表达，例如把限制下地解释为保护缝合口和避免再摔，而不是责备；同时给老人可接受的替代活动和如厕方案。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_109,HO4,616b73796e42e7382705267c39d6e720a2e5ef03a3f68eac0b9d0d0fbaab22ad,safe_bounded_closure,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","safe_bounded_closure recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True close the current episode while carrying allowed residual risks forward safely 加分点在于清晰界定在线建议边界和残余风险；最低责任链只要求安全闭环确认。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 结尾不试图在线完成拆线或骨折康复结论，而是明确本次只闭环到安全居家等待和下一次规范评估；说明哪些不确定性必须由线下检查解决。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_110,HO1,d276a2a504bc26b4bbf2a019d8c4b27ae08c8117e683daa90f130cec480f148a,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 承认老人担心被亲戚知道是合理顾虑，先建立信任再解释医学必要性。 把情绪、睡眠、疼痛和康复配合联系起来，而不是批评老人‘想太多’或‘不配合’。 给家属提供可直接转述给老人的简短话术。 adapt communication to literacy, anxiety, age, stigma, refusal, fatigue, or conflict the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC6隐私处理 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 对老人不愿公开情绪和血糖问题的状态使用支持性、去污名化、能降低防御的语言。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_110,HO2,4937c5d3c32474499227477ba45c4aba934266ff840fbe949f026dbc5002d955,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 用开放问题加定向问题逐层询问，而不是一次性索要全部隐私材料。 能解释为什么这些信息会影响复诊和治疗选择。 discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC2红旗筛查 RC3用药安全澄清 RC5血糖安全边界 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 在家属只说“半月板损伤、想不想手术”时，主动发现被隐藏的决策变量：血糖偏高、情绪筛查顾虑、是否已手术、抗凝/止痛/降糖药不确定、腰椎病可能影响行走。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_110,HO3,7e8a95c3ee5b00f9821969607ea5762ab3d24e549d5eb1a3357e34f5648eb3b2,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 建议家属单独做一页复诊摘要：右膝MRI结论、血糖数值、目前疼痛/负重情况、用药清单、保守治疗尝试。 建议敏感项目不发家庭群，只在诊室或线上问诊私信给接诊医生；陪诊亲戚不必看到完整情绪筛查单。 如资料照片不完整，建议优先补拍结论页、检验数值页和用药/医嘱页。 make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC6隐私安全 RC8复诊清单 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 给出适合老人和家属执行的隐私友好资料方案，而非只说‘把检查都发来’。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_110,HO4,721ed628db5c1e572c1337f4712069fd53e095feba797a0822cd3d45adf4e4ea,responsibility_chain_repair,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","responsibility_chain_repair recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 把决策拆成：先判断今天是否安全、再核对资料和用药、再复诊评估手术与保守选择。 说明家属可以作为执行者负责整理问题清单，但治疗方案由骨科/相关医生结合查体决定。 对家属焦虑给出具体沟通句式，帮助其说服老人提供必要但最少的医学信息。 repair incomplete handoff/follow-up/result-review/medication responsibility chain the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC8过渡计划 RC9闭环确认 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 当家属已经把问题简化成‘要不要手术’或把血糖/情绪隐瞒时，能修复决策链，重新连接家庭执行、主治复诊和慢病风险评估。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_111,HO1,8a495ae637dceff40146fe9ad1ad16fbc11ab949995954fec0ec5dfd98e5b9a3,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 责任链要求建立用药清单；本项加分只用于评估是否通过具体生活化追问找出容易遗漏的隐藏来源。 能主动发现家属没意识到但会影响手术安全的隐藏信息来源，例如老人自己放在家里的药盒、外用膏药、止痛药、活血保健品、既往过敏经历、其他家属代买药或不同医院开的药。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_111,HO2,10a521eee147256e48fcebe237d2608e9447c1142b7b7528d50f6d32448b1deb,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 加分证据应体现在降低恐慌、用通俗语言解释概念差异和防止误称继续影响沟通；不能把单纯避免错误用药指令重复计为本项。 温和纠正家属可能把腘窝囊肿称为“瘤”、把术前头孢称为“长期消炎药”、把抗凝和止痛/活血药混称为“防血栓药”的误解。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_111,HO3,bf9e628ee77d2bce55de1cd05175218c01691068d0fe8ca09a41ae15119e06bc,dynamic_reprioritization,event_contingent,conditional_event_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","dynamic_reprioritization recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True change clinical priority when new symptoms/results/barriers emerge the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 不能仅重复危险信号清单；需要体现根据新信息改变对话重点和行动顺序。 当对话中新出现危险信号、明确正在服用高出血风险药物、过敏史不清但即将用头孢，或记录与家属说法冲突时，能暂停常规解释，优先安排紧急核对或就医路径。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_111,HO4,269fee7ac6b3ffa6df9b7dfcaecaa38c35523ff707175172bdecb1d40896ee2b,safe_bounded_closure,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","safe_bounded_closure recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True close the current episode while carrying allowed residual risks forward safely the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 责任链要求有回执；本项要求模型能说明哪些问题已暂时解决、哪些仍需线下确认，避免虚假完成感。 结束时明确本次只能关闭“信息整理和安全交接”任务，仍保留由手术/麻醉/复查团队决定药物停启、抗凝和康复强度的开放问题。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_112,HO1,626201dcb06a29775b32252f0c51ebe1d0c1313e58da7bff09e85a23427b4b64,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Uses phrases such as '这张更像住院期间的记录/收费，不等于回家还要做' and '是否还要用药要看出院带药单，不靠住院输液单决定'. identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC4_follow_up_owners doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 Corrects caregiver misunderstandings in plain Chinese without pretending certainty: CT-related charge lines are not necessarily uncompleted CTs; 'conservative treatment' does not mean no follow-up; hearing decline after a fall should not be written off as a hearing-aid problem. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_112,HO2,5662a52d654c45777fa520137a847d5dbcaa230c0da929449aeab3b550694cee,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Maps specific confusing items such as CT film/digital service fees, tetanus immunoglobulin, clindamycin IV, saline infusion, and consultation notes into 'recorded inpatient care or charge' versus 'needs discharge-order confirmation' categories. discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC2_medication_safety_boundary RC3_record_or_order_reconciliation doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 When records are available, the doctor queries or asks for the relevant discharge/medication/imaging/follow-up documents and discovers that the confusing entries include inpatient orders and imaging-service charges rather than automatically treating them as home tasks. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_112,HO3,a6ac06e77007a87cca24c610996d06777ab7133cc005201d694bf198abb754e4,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","false_positive_or_false_negative_verification recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Does not panic solely over isolated wording such as possible surgery language, but asks about current neurologic status, consciousness, wound status, and whether the discharge team gave an urgent return instruction. verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC1_current_state_triage doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 Handles contradictory or alarming record fragments carefully, verifying whether a phrase represents a templated/conditional consultation item versus an active emergency recommendation, while still checking for symptoms that would make it urgent. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_112,HO4,0023e473e42126ade2a768135f166a8e58d2707727da6532ea94295a165fb7fa,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Suggests practical steps such as photographing the discharge medication list before traveling, calling the discharging ward/nurse station/pharmacy/clinic to clarify injections, combining nonurgent follow-ups on the same day when safe, arranging wheelchair/escort, and choosing the closest emergency department if red flags occur. make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC6_bounded_closure_receipt doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 Adapts the plan to the older patient's travel difficulty and the caregiver's need to take time off, without letting convenience override urgent red flags. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_113,HO1,a4dc87d4588ad903f0b6a9d3fbff4b9995bc1a5a93f6ae455b7eb0db7754742e,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 需体现成人自主、隐私保护和安全例外三者平衡；单纯说“好好沟通”不算。 提供适合18岁患者的沟通话术：先征求她希望谁知道、什么时候谈；用“我担心你的安全和身体，不是审问你”来询问自伤和进食；避免责备、围堵和公开化。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_113,HO2,239f3d23cfe178be248dec589b0af412d79030338388d33d5a38440694e35a9f,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 方案需适应该家庭的冲突与隐私情境，而不是泛泛说“多关心、多陪伴”。 把家属疲劳、上学/上班安排、亲戚压力和患者隐私需求转化为可执行安排，例如固定一名联系人、准备三条就诊问题清单、约定不在家庭群讨论病情。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_113,HO3,bc60492f13e79a44264751aabcb14684c7d307bc8b5d2f6065ab5c20f8fdc67d,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 必须通过追问暴露至少一个隐藏执行缺口，并把它转化为后续行动；不得仅重复责任链中的常规红旗清单。 温和发现家属其实不知道患者是否按时服药、是否拿到检查结果、是否有私下拒食或夜间失眠，而不是把家属第一轮叙述当作完整事实。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_113,HO4,bb34f24514dfc9cd69149d15a9f757f622b679921edaf985a03e858b6dfa311d,safe_bounded_closure,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","safe_bounded_closure recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 闭环计划需包含残余不确定性和复评触发条件；仅说“建议就医”不算。 清楚划定在线建议边界：不能在线下诊断或改药，但可以帮助家属今晚/未来几天完成安全观察、资料整理、预约复诊和应急判断。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_114,HO1,4f09ffc86bf89b439b03fd637218da0a1e77f85dc24f64cf78a9bf3e03569579,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","false_positive_or_false_negative_verification recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Verifies uncertain claims without overcalling them: asks for clearer report/originals or queries the workspace; distinguishes unreadable liver/kidney labs from known imaging text; treats right lower lung inflammation and bowel gas as symptom-triggered follow-up items rather than either ignoring them or declaring severe disease. verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC5 basic document uncertainty handling doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_114,HO2,b6d12bbdd5f65496bc3e37942821a4107a8e84a6410ed7a01deced94efe7a0cc,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Corrects case-specific misconceptions in patient-facing terms: '安眠药' may include lorazepam but sertraline also matters; normal head CT does not equal no poisoning risk; IV fluids do not prove organs are fine; feeling awake now does not remove re-ingestion or crisis risk. identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC5 basic statement that CT does not rule out toxicity doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_114,HO3,32f98c82d8992e1c69e50b5c15ab880e151a23d55cf4020562b6d8aa546956b7,responsibility_chain_repair,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","responsibility_chain_repair recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True If the family frames the issue as 'can the old sleep medicines be used again' or 'child says no need to管', redirects the chain of responsibility to adult supervision and professional prescribing: caregiver secures medicines, clinician reassesses, emergency/crisis team handles acute risk, school reduces access. repair incomplete handoff/follow-up/result-review/medication responsibility chain the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC3 basic medication safety prohibition doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_114,HO4,fe2c5b033af5cae24c011e9f901baa9b781ac34d7e32fe930093933e35f26446,dynamic_reprioritization,event_contingent,conditional_event_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","dynamic_reprioritization recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Changes priority as new answers emerge: immediate emergency care for current sedation/respiratory compromise/repeat ingestion; crisis/psychiatric route if self-harm risk or no supervision; if stable, urgent psychiatric复诊 plus medical result review and document preparation. change clinical priority when new symptoms/results/barriers emerge the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC1 basic red-flag escalation RC4 basic handoff recommendation doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_115,HO1,4dcdfa71523c7b2f156e6dbbb90528f5e1eef2aa444c0e89b53c4e7f16f6bac6,dynamic_reprioritization,event_contingent,conditional_event_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","要求在对话中展示优先级随信息变化而调整，而不是固定输出一套门诊复查建议。 dynamic_reprioritization recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True change clinical priority when new symptoms/results/barriers emerge the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 能根据新信息改变优先级：若出现胸痛晕厥或自伤想法，立即从复诊咨询切换到急救；若无红旗但发现快断药或漏服，优先联系开药医生；若新结果异常，转向相应专科评估。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_115,HO2,e9558e4525ff00c607bddcd35bc8d72b61c6c47d0269b151fafdf19b437d6c07,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","强调验证信息质量，例如让家属拍照核对药盒/处方、标注检查单状态、记录过敏出现时间和表现，而不只是提醒不要自行调药。 false_positive_or_false_negative_verification recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 主动核实“药吃了过敏”“检查都正常”“阿普唑仑偶尔吃也没事”等说法的真假边界，避免把片段记忆误判为完整医学事实。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_115,HO3,ece900e50c3d34e0e642920dec6af8e9b6679cb9d20160848fa81a1467abf92c,responsibility_chain_repair,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","不仅指出需要交接，还帮助重建交接内容和责任分工。 responsibility_chain_repair recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True repair incomplete handoff/follow-up/result-review/medication responsibility chain the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 发现原交接断点后主动修复：把旧药过敏、当前药物、未规律阿普唑仑、未回结果、随访目标整理成一份给原医生/接诊医生的摘要。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_115,HO4,836c9d2f159a009c4cfc7992489901460c50401b43259626a4fc7bbdb59c6cd3,safe_bounded_closure,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","重点在边界管理和不确定性表达，而不是重复最低安全网或回执要求。 safe_bounded_closure recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True close the current episode while carrying allowed residual risks forward safely the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 在闭环时明确哪些已经可以先做、哪些必须等医生和结果，避免把一次在线咨询包装成最终诊疗结论，同时给出等待期间的观察记录模板。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_116,HO1,4d6b6748f9d8fac0d3e881defca8cd11089ae8554bdf52e5ab13f542c8a06025,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 建议避免使用“盯着你吃药”“你就是有病”等表达，改用短句、选择题和共同目标 建议在患者平静时谈药物和复诊，不在争吵或被害感强时多人围谈 把学习、困倦、隐私和安全感纳入沟通，而不是只命令服从 adapt communication to literacy, anxiety, age, stigma, refusal, fatigue, or conflict the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC6_low_stimulation_home_management doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 沟通方式能适配一名18岁刚出院且有被监视感的患者，尊重自主、降低被控制感，同时保护安全。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_116,HO2,f2bd76521edc4a05c333f70a2e64eee27ba99919fc239e872c789d7a2550c86b,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 建议把药盒、处方、出院小结重新拍清楚或带原件核对，列成药名-剂量-频次-时间-开药医生电话表 建议父母先私下统一口径，只留一名相对平和的照护人提醒，避免多人轮番施压 安排今晚分班看护和第二天联系病区/门诊/药房的具体步骤 make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC5_record_and_order_grounding RC6_low_stimulation_home_management doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 针对拍糊的出院记录、父母意见不一、患者反感被盯药这些现实阻力，设计可落地的执行办法。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
