dimension_type,dimension_value,dimension_label,doctor_model,n_cases,n_trajectories,primary_score_mean,primary_score_ci95_low,primary_score_ci95_high,primary_score_median,strong_or_above_rate,closed_success_rate,open_at_100_rate,runtime_error_rate,mean_turns,rank_within_dimension
high_order_capability_domain,HO1,high_order_capability_domain: HO1,Doubao-Seed-2.0-lite,120,120,2.4208333333333334,2.2375,2.6083333333333334,2.0,0.08333333333333333,0.975,0.016666666666666666,0.008333333333333333,17.308333333333334,9.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,GLM-5,120,120,3.1041666666666665,2.8958333333333335,3.3084374999999984,3.0,0.25833333333333336,0.975,0.008333333333333333,0.016666666666666666,17.116666666666667,3.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,GPT-5.4,120,120,3.575,3.3833333333333333,3.7583333333333333,3.5,0.39166666666666666,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.108333333333334,2.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,GPT-5.6 Sol,120,120,3.9166666666666665,3.716666666666667,4.108333333333333,4.0,0.6166666666666667,0.9,0.08333333333333333,0.016666666666666666,22.283333333333335,1.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,Kimi K2,120,120,2.625,2.404166666666667,2.845833333333333,2.5,0.15,0.9666666666666667,0.025,0.008333333333333333,19.641666666666666,8.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,MiniMax M3,120,120,2.9375,2.7333333333333334,3.1416666666666666,3.0,0.20833333333333334,0.75,0.06666666666666667,0.18333333333333332,22.575,6.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,Qwen3-30B-A3B-Instruct-2507,120,120,2.3833333333333333,2.183333333333333,2.5875,2.0,0.11666666666666667,0.9416666666666667,0.03333333333333333,0.025,20.983333333333334,10.0
high_order_capability_domain,HO1,high_order_capability_domain: HO1,Qwen3.8-Max,120,120,3.0708333333333333,2.875,3.2708333333333335,3.0,0.24166666666666667,0.9083333333333333,0.06666666666666667,0.025,24.483333333333334,4.5
high_order_capability_domain,HO2,high_order_capability_domain: HO2,DeepSeek-V3.2,120,120,2.8875,2.6875,3.091666666666667,3.0,0.18333333333333332,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.966666666666665,7.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,DeepSeek-V4-Pro,120,120,3.0708333333333333,2.8583333333333334,3.283333333333333,3.0,0.26666666666666666,0.9333333333333333,0.05,0.016666666666666666,24.4,4.5
high_order_capability_domain,HO2,high_order_capability_domain: HO2,Doubao-Seed-2.0-lite,120,120,2.4208333333333334,2.2375,2.6126041666666646,2.0,0.08333333333333333,0.975,0.016666666666666666,0.008333333333333333,17.308333333333334,9.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,GLM-5,120,120,3.1041666666666665,2.9,3.3125,3.0,0.25833333333333336,0.975,0.008333333333333333,0.016666666666666666,17.116666666666667,3.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,GPT-5.4,120,120,3.575,3.3875,3.7666666666666666,3.5,0.39166666666666666,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.108333333333334,2.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,GPT-5.6 Sol,120,120,3.9166666666666665,3.7125,4.1125,4.0,0.6166666666666667,0.9,0.08333333333333333,0.016666666666666666,22.283333333333335,1.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,Kimi K2,120,120,2.625,2.404166666666667,2.85,2.5,0.15,0.9666666666666667,0.025,0.008333333333333333,19.641666666666666,8.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,MiniMax M3,120,120,2.9375,2.7375,3.1375,3.0,0.20833333333333334,0.75,0.06666666666666667,0.18333333333333332,22.575,6.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,Qwen3-30B-A3B-Instruct-2507,120,120,2.3833333333333333,2.183333333333333,2.5875,2.0,0.11666666666666667,0.9416666666666667,0.03333333333333333,0.025,20.983333333333334,10.0
high_order_capability_domain,HO2,high_order_capability_domain: HO2,Qwen3.8-Max,120,120,3.0708333333333333,2.870833333333333,3.2709374999999987,3.0,0.24166666666666667,0.9083333333333333,0.06666666666666667,0.025,24.483333333333334,4.5
high_order_capability_domain,HO3,high_order_capability_domain: HO3,DeepSeek-V3.2,120,120,2.8875,2.691666666666667,3.0833333333333335,3.0,0.18333333333333332,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.966666666666665,7.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,DeepSeek-V4-Pro,120,120,3.0708333333333333,2.8625,3.279166666666667,3.0,0.26666666666666666,0.9333333333333333,0.05,0.016666666666666666,24.4,4.5
high_order_capability_domain,HO3,high_order_capability_domain: HO3,Doubao-Seed-2.0-lite,120,120,2.4208333333333334,2.2375,2.6041666666666665,2.0,0.08333333333333333,0.975,0.016666666666666666,0.008333333333333333,17.308333333333334,9.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,GLM-5,120,120,3.1041666666666665,2.8958333333333335,3.3125,3.0,0.25833333333333336,0.975,0.008333333333333333,0.016666666666666666,17.116666666666667,3.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,GPT-5.4,120,120,3.575,3.3875,3.7625,3.5,0.39166666666666666,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.108333333333334,2.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,GPT-5.6 Sol,120,120,3.9166666666666665,3.716666666666667,4.108333333333333,4.0,0.6166666666666667,0.9,0.08333333333333333,0.016666666666666666,22.283333333333335,1.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,Kimi K2,120,120,2.625,2.4125,2.845833333333333,2.5,0.15,0.9666666666666667,0.025,0.008333333333333333,19.641666666666666,8.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,MiniMax M3,120,120,2.9375,2.7416666666666667,3.1416666666666666,3.0,0.20833333333333334,0.75,0.06666666666666667,0.18333333333333332,22.575,6.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,Qwen3-30B-A3B-Instruct-2507,120,120,2.3833333333333333,2.1791666666666667,2.595833333333333,2.0,0.11666666666666667,0.9416666666666667,0.03333333333333333,0.025,20.983333333333334,10.0
high_order_capability_domain,HO3,high_order_capability_domain: HO3,Qwen3.8-Max,120,120,3.0708333333333333,2.870833333333333,3.2666666666666666,3.0,0.24166666666666667,0.9083333333333333,0.06666666666666667,0.025,24.483333333333334,4.5
high_order_capability_domain,HO4,high_order_capability_domain: HO4,DeepSeek-V3.2,120,120,2.8875,2.691666666666667,3.0833333333333335,3.0,0.18333333333333332,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.966666666666665,7.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,DeepSeek-V4-Pro,120,120,3.0708333333333333,2.8583333333333334,3.2875,3.0,0.26666666666666666,0.9333333333333333,0.05,0.016666666666666666,24.4,4.5
high_order_capability_domain,HO4,high_order_capability_domain: HO4,Doubao-Seed-2.0-lite,120,120,2.4208333333333334,2.2375,2.6125,2.0,0.08333333333333333,0.975,0.016666666666666666,0.008333333333333333,17.308333333333334,9.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,GLM-5,120,120,3.1041666666666665,2.9,3.308333333333333,3.0,0.25833333333333336,0.975,0.008333333333333333,0.016666666666666666,17.116666666666667,3.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,GPT-5.4,120,120,3.575,3.3916666666666666,3.7625,3.5,0.39166666666666666,0.9333333333333333,0.058333333333333334,0.008333333333333333,23.108333333333334,2.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,GPT-5.6 Sol,120,120,3.9166666666666665,3.7125,4.108437499999999,4.0,0.6166666666666667,0.9,0.08333333333333333,0.016666666666666666,22.283333333333335,1.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,Kimi K2,120,120,2.625,2.404166666666667,2.85,2.5,0.15,0.9666666666666667,0.025,0.008333333333333333,19.641666666666666,8.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,MiniMax M3,120,120,2.9375,2.7333333333333334,3.1375,3.0,0.20833333333333334,0.75,0.06666666666666667,0.18333333333333332,22.575,6.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,Qwen3-30B-A3B-Instruct-2507,120,120,2.3833333333333333,2.183333333333333,2.5875,2.0,0.11666666666666667,0.9416666666666667,0.03333333333333333,0.025,20.983333333333334,10.0
high_order_capability_domain,HO4,high_order_capability_domain: HO4,Qwen3.8-Max,120,120,3.0708333333333333,2.870833333333333,3.2708333333333335,3.0,0.24166666666666667,0.9083333333333333,0.06666666666666667,0.025,24.483333333333334,4.5
responsibility_chain_burden,high,responsibility_chain_burden: high,DeepSeek-V3.2,44,44,2.8863636363636362,2.5681818181818183,3.215909090909091,3.0,0.18181818181818182,0.9545454545454546,0.022727272727272728,0.022727272727272728,23.5,6.0
responsibility_chain_burden,high,responsibility_chain_burden: high,DeepSeek-V4-Pro,44,44,3.0454545454545454,2.6818181818181817,3.409090909090909,3.0,0.3181818181818182,0.9090909090909091,0.06818181818181818,0.022727272727272728,28.386363636363637,4.0
responsibility_chain_burden,high,responsibility_chain_burden: high,Doubao-Seed-2.0-lite,44,44,2.5454545454545454,2.25,2.8636363636363638,2.5,0.11363636363636363,0.9545454545454546,0.022727272727272728,0.022727272727272728,18.59090909090909,9.0
responsibility_chain_burden,high,responsibility_chain_burden: high,GLM-5,44,44,2.875,2.522727272727273,3.215909090909091,3.0,0.22727272727272727,0.9545454545454546,0.022727272727272728,0.022727272727272728,19.204545454545453,7.0
responsibility_chain_burden,high,responsibility_chain_burden: high,GPT-5.4,44,44,3.6931818181818183,3.352272727272727,4.0227272727272725,3.5,0.4318181818181818,0.9545454545454546,0.022727272727272728,0.022727272727272728,24.636363636363637,2.0
responsibility_chain_burden,high,responsibility_chain_burden: high,GPT-5.6 Sol,44,44,3.875,3.522727272727273,4.204545454545454,4.0,0.6363636363636364,0.8863636363636364,0.09090909090909091,0.022727272727272728,24.09090909090909,1.0
responsibility_chain_burden,high,responsibility_chain_burden: high,Kimi K2,44,44,2.8636363636363638,2.5,3.2386363636363638,2.5,0.22727272727272727,0.9545454545454546,0.022727272727272728,0.022727272727272728,23.40909090909091,8.0
responsibility_chain_burden,high,responsibility_chain_burden: high,MiniMax M3,44,44,2.977272727272727,2.625,3.3295454545454546,3.0,0.25,0.7272727272727273,0.045454545454545456,0.22727272727272727,21.931818181818183,5.0
responsibility_chain_burden,high,responsibility_chain_burden: high,Qwen3-30B-A3B-Instruct-2507,44,44,2.5113636363636362,2.147727272727273,2.875,2.0,0.1590909090909091,0.9318181818181818,0.022727272727272728,0.045454545454545456,20.545454545454547,10.0
responsibility_chain_burden,high,responsibility_chain_burden: high,Qwen3.8-Max,44,44,3.215909090909091,2.875,3.5568181818181817,3.0,0.3181818181818182,0.8863636363636364,0.06818181818181818,0.045454545454545456,24.545454545454547,3.0
responsibility_chain_burden,low,responsibility_chain_burden: low,DeepSeek-V3.2,24,24,3.2083333333333335,2.6875,3.6875,3.5,0.2916666666666667,0.9583333333333334,0.041666666666666664,0.0,22.791666666666668,4.0
responsibility_chain_burden,low,responsibility_chain_burden: low,DeepSeek-V4-Pro,24,24,2.9791666666666665,2.5411458333333337,3.4166666666666665,3.0,0.16666666666666666,0.9583333333333334,0.0,0.041666666666666664,15.416666666666666,7.0
responsibility_chain_burden,low,responsibility_chain_burden: low,Doubao-Seed-2.0-lite,24,24,2.4583333333333335,2.0833333333333335,2.8541666666666665,2.0,0.041666666666666664,1.0,0.0,0.0,15.833333333333334,9.0
responsibility_chain_burden,low,responsibility_chain_burden: low,GLM-5,24,24,3.0833333333333335,2.7708333333333335,3.375,3.5,0.041666666666666664,0.9583333333333334,0.0,0.041666666666666664,15.125,5.5
responsibility_chain_burden,low,responsibility_chain_burden: low,GPT-5.4,24,24,3.4583333333333335,3.1041666666666665,3.8125,3.5,0.2916666666666667,0.9583333333333334,0.041666666666666664,0.0,17.458333333333332,2.0
responsibility_chain_burden,low,responsibility_chain_burden: low,GPT-5.6 Sol,24,24,4.083333333333333,3.6458333333333335,4.479166666666667,4.5,0.6666666666666666,0.9166666666666666,0.041666666666666664,0.041666666666666664,18.583333333333332,1.0
responsibility_chain_burden,low,responsibility_chain_burden: low,Kimi K2,24,24,2.1666666666666665,1.7916666666666667,2.5416666666666665,2.0,0,0.9583333333333334,0.041666666666666664,0.0,16.958333333333332,10.0
responsibility_chain_burden,low,responsibility_chain_burden: low,MiniMax M3,24,24,3.0833333333333335,2.6458333333333335,3.5,3.0,0.25,0.9166666666666666,0.041666666666666664,0.041666666666666664,22.208333333333332,5.5
responsibility_chain_burden,low,responsibility_chain_burden: low,Qwen3-30B-A3B-Instruct-2507,24,24,2.6041666666666665,2.1875,3.0208333333333335,3.0,0.041666666666666664,0.875,0.08333333333333333,0.041666666666666664,23.125,8.0
responsibility_chain_burden,low,responsibility_chain_burden: low,Qwen3.8-Max,24,24,3.2916666666666665,2.9166666666666665,3.6666666666666665,3.25,0.25,0.9583333333333334,0.0,0.041666666666666664,19.125,3.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,DeepSeek-V3.2,52,52,2.7403846153846154,2.4711538461538463,3.019230769230769,3.0,0.1346153846153846,0.9038461538461539,0.09615384615384616,0.0,24.903846153846153,7.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,DeepSeek-V4-Pro,52,52,3.1346153846153846,2.826923076923077,3.4423076923076925,3.0,0.2692307692307692,0.9423076923076923,0.057692307692307696,0.0,25.173076923076923,4.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,Doubao-Seed-2.0-lite,52,52,2.298076923076923,2.019230769230769,2.5961538461538463,2.0,0.07692307692307693,0.9807692307692307,0.019230769230769232,0.0,16.903846153846153,9.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,GLM-5,52,52,3.3076923076923075,2.9615384615384617,3.644230769230769,3.5,0.38461538461538464,1.0,0.0,0.0,16.26923076923077,3.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,GPT-5.4,52,52,3.5288461538461537,3.25,3.8076923076923075,3.5,0.40384615384615385,0.9038461538461539,0.09615384615384616,0.0,24.423076923076923,2.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,GPT-5.6 Sol,52,52,3.875,3.576923076923077,4.153846153846154,4.0,0.5769230769230769,0.9038461538461539,0.09615384615384616,0.0,22.46153846153846,1.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,Kimi K2,52,52,2.6346153846153846,2.2788461538461537,2.9903846153846154,2.75,0.15384615384615385,0.9807692307692307,0.019230769230769232,0.0,17.692307692307693,8.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,MiniMax M3,52,52,2.8365384615384617,2.548076923076923,3.125,3.0,0.15384615384615385,0.6923076923076923,0.09615384615384616,0.21153846153846154,23.28846153846154,6.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,Qwen3-30B-A3B-Instruct-2507,52,52,2.173076923076923,1.8846153846153846,2.480769230769231,2.0,0.11538461538461539,0.9807692307692307,0.019230769230769232,0.0,20.365384615384617,10.0
responsibility_chain_burden,moderate,responsibility_chain_burden: moderate,Qwen3.8-Max,52,52,2.8461538461538463,2.5673076923076925,3.125,3.0,0.17307692307692307,0.9038461538461539,0.09615384615384616,0.0,26.903846153846153,5.0
evidence_integration_burden,high,evidence_integration_burden: high,DeepSeek-V3.2,39,39,2.8461538461538463,2.5128205128205128,3.1923076923076925,3.0,0.1794871794871795,0.9487179487179487,0.02564102564102564,0.02564102564102564,23.17948717948718,7.0
evidence_integration_burden,high,evidence_integration_burden: high,DeepSeek-V4-Pro,39,39,3.0384615384615383,2.6153846153846154,3.4743589743589745,3.0,0.358974358974359,0.8717948717948718,0.10256410256410256,0.02564102564102564,27.333333333333332,5.0
evidence_integration_burden,high,evidence_integration_burden: high,Doubao-Seed-2.0-lite,39,39,2.1923076923076925,1.8846153846153846,2.5128205128205128,2.0,0.05128205128205128,0.9743589743589743,0.0,0.02564102564102564,18.871794871794872,10.0
evidence_integration_burden,high,evidence_integration_burden: high,GLM-5,39,39,3.1153846153846154,2.717948717948718,3.5256410256410255,3.0,0.3076923076923077,0.9487179487179487,0.02564102564102564,0.02564102564102564,16.102564102564102,3.0
evidence_integration_burden,high,evidence_integration_burden: high,GPT-5.4,39,39,3.6794871794871793,3.320192307692308,4.038461538461538,3.5,0.48717948717948717,0.9230769230769231,0.05128205128205128,0.02564102564102564,22.743589743589745,2.0
evidence_integration_burden,high,evidence_integration_burden: high,GPT-5.6 Sol,39,39,3.871794871794872,3.5128205128205128,4.205128205128205,4.0,0.6666666666666666,0.8205128205128205,0.15384615384615385,0.02564102564102564,26.128205128205128,1.0
evidence_integration_burden,high,evidence_integration_burden: high,Kimi K2,39,39,2.576923076923077,2.141025641025641,3.051282051282051,2.5,0.23076923076923078,0.9487179487179487,0.02564102564102564,0.02564102564102564,17.256410256410255,8.0
evidence_integration_burden,high,evidence_integration_burden: high,MiniMax M3,39,39,2.858974358974359,2.4743589743589745,3.2435897435897436,3.0,0.23076923076923078,0.7692307692307693,0.07692307692307693,0.15384615384615385,22.487179487179485,6.0
evidence_integration_burden,high,evidence_integration_burden: high,Qwen3-30B-A3B-Instruct-2507,39,39,2.3846153846153846,2.0256410256410255,2.782051282051282,2.0,0.15384615384615385,0.8974358974358975,0.05128205128205128,0.05128205128205128,23.23076923076923,9.0
evidence_integration_burden,high,evidence_integration_burden: high,Qwen3.8-Max,39,39,3.051282051282051,2.6923076923076925,3.423076923076923,3.0,0.2564102564102564,0.8461538461538461,0.10256410256410256,0.05128205128205128,25.128205128205128,4.0
evidence_integration_burden,low,evidence_integration_burden: low,DeepSeek-V3.2,68,68,2.9779411764705883,2.7058823529411766,3.25,3.0,0.20588235294117646,0.9411764705882353,0.058823529411764705,0.0,23.044117647058822,7.0
evidence_integration_burden,low,evidence_integration_burden: low,DeepSeek-V4-Pro,68,68,3.073529411764706,2.8161764705882355,3.3308823529411766,3.0,0.20588235294117646,0.9558823529411765,0.029411764705882353,0.014705882352941176,21.176470588235293,5.0
evidence_integration_burden,low,evidence_integration_burden: low,Doubao-Seed-2.0-lite,68,68,2.463235294117647,2.2205882352941178,2.713235294117647,2.0,0.08823529411764706,0.9705882352941176,0.029411764705882353,0.0,16.470588235294116,9.0
evidence_integration_burden,low,evidence_integration_burden: low,GLM-5,68,68,3.1323529411764706,2.8970588235294117,3.3676470588235294,3.5,0.20588235294117646,0.9852941176470589,0.0,0.014705882352941176,15.397058823529411,4.0
evidence_integration_burden,low,evidence_integration_burden: low,GPT-5.4,68,68,3.485294117647059,3.2573529411764706,3.713235294117647,3.5,0.3382352941176471,0.9411764705882353,0.058823529411764705,0.0,21.264705882352942,2.0
evidence_integration_burden,low,evidence_integration_burden: low,GPT-5.6 Sol,68,68,3.9338235294117645,3.6691176470588234,4.198529411764706,4.0,0.5735294117647058,0.9411764705882353,0.04411764705882353,0.014705882352941176,18.941176470588236,1.0
evidence_integration_burden,low,evidence_integration_burden: low,Kimi K2,68,68,2.588235294117647,2.3308823529411766,2.8529411764705883,2.75,0.08823529411764706,0.9852941176470589,0.014705882352941176,0.0,18.352941176470587,8.0
evidence_integration_burden,low,evidence_integration_burden: low,MiniMax M3,68,68,3.0220588235294117,2.7941176470588234,3.25,3.0,0.19117647058823528,0.7941176470588235,0.058823529411764705,0.14705882352941177,22.485294117647058,6.0
evidence_integration_burden,low,evidence_integration_burden: low,Qwen3-30B-A3B-Instruct-2507,68,68,2.426470588235294,2.1544117647058822,2.698529411764706,2.0,0.10294117647058823,0.9558823529411765,0.029411764705882353,0.014705882352941176,19,10.0
evidence_integration_burden,low,evidence_integration_burden: low,Qwen3.8-Max,68,68,3.161764705882353,2.911580882352941,3.4191176470588234,3.0,0.23529411764705882,0.9411764705882353,0.04411764705882353,0.014705882352941176,23.88235294117647,3.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,DeepSeek-V3.2,13,13,2.5384615384615383,2.0384615384615383,3.0384615384615383,2.5,0.07692307692307693,0.8461538461538461,0.15384615384615385,0.0,31.153846153846153,9.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,DeepSeek-V4-Pro,13,13,3.1538461538461537,2.6153846153846154,3.730769230769231,3.0,0.3076923076923077,1.0,0.0,0.0,32.46153846153846,3.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,Doubao-Seed-2.0-lite,13,13,2.8846153846153846,2.3461538461538463,3.423076923076923,3.0,0.15384615384615385,1.0,0.0,0.0,17,6.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,GLM-5,13,13,2.923076923076923,2.1538461538461537,3.6923076923076925,3.5,0.38461538461538464,1.0,0.0,0.0,29.153846153846153,5.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,GPT-5.4,13,13,3.730769230769231,3.1153846153846154,4.3076923076923075,3.5,0.38461538461538464,0.9230769230769231,0.07692307692307693,0.0,33.84615384615385,2.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,GPT-5.6 Sol,13,13,3.9615384615384617,3.3846153846153846,4.461538461538462,4.0,0.6923076923076923,0.9230769230769231,0.07692307692307693,0.0,28.23076923076923,1.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,Kimi K2,13,13,2.9615384615384617,2.3076923076923075,3.6538461538461537,3.0,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.0,33.53846153846154,4.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,MiniMax M3,13,13,2.730769230769231,1.9615384615384615,3.5384615384615383,2.5,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.46153846153846156,23.307692307692307,7.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,Qwen3-30B-A3B-Instruct-2507,13,13,2.1538461538461537,1.6538461538461537,2.730769230769231,2.0,0.07692307692307693,1.0,0.0,0.0,24.615384615384617,10.0
evidence_integration_burden,moderate,evidence_integration_burden: moderate,Qwen3.8-Max,13,13,2.6538461538461537,2.076923076923077,3.269230769230769,2.5,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.0,25.692307692307693,8.0
friction_burden,high,friction_burden: high,DeepSeek-V3.2,22,22,2.8863636363636362,2.5454545454545454,3.1818181818181817,3.0,0.045454545454545456,0.9090909090909091,0.09090909090909091,0.0,35.09090909090909,6.0
friction_burden,high,friction_burden: high,DeepSeek-V4-Pro,22,22,3.3636363636363638,2.8636363636363638,3.840909090909091,3.5,0.4090909090909091,0.8636363636363636,0.09090909090909091,0.045454545454545456,32.27272727272727,4.0
friction_burden,high,friction_burden: high,Doubao-Seed-2.0-lite,22,22,2.8181818181818183,2.3863636363636362,3.272727272727273,3.0,0.09090909090909091,1.0,0.0,0.0,20.727272727272727,8.0
friction_burden,high,friction_burden: high,GLM-5,22,22,3.1818181818181817,2.6818181818181817,3.6818181818181817,3.5,0.36363636363636365,0.9545454545454546,0.0,0.045454545454545456,23.09090909090909,5.0
friction_burden,high,friction_burden: high,GPT-5.4,22,22,3.590909090909091,3.1363636363636362,4.0227272727272725,3.5,0.4090909090909091,0.9090909090909091,0.09090909090909091,0.0,30.818181818181817,2.0
friction_burden,high,friction_burden: high,GPT-5.6 Sol,22,22,4.0227272727272725,3.590909090909091,4.409090909090909,4.25,0.6818181818181818,0.7727272727272727,0.18181818181818182,0.045454545454545456,34.59090909090909,1.0
friction_burden,high,friction_burden: high,Kimi K2,22,22,2.8636363636363638,2.3636363636363638,3.3863636363636362,3.0,0.18181818181818182,1.0,0.0,0.0,24.318181818181817,7.0
friction_burden,high,friction_burden: high,MiniMax M3,22,22,2.772727272727273,2.272727272727273,3.2954545454545454,2.75,0.22727272727272727,0.6363636363636364,0.045454545454545456,0.3181818181818182,24.363636363636363,9.0
friction_burden,high,friction_burden: high,Qwen3-30B-A3B-Instruct-2507,22,22,2.5,1.9772727272727273,3.0454545454545454,2.75,0.09090909090909091,0.9545454545454546,0.0,0.045454545454545456,25.818181818181817,10.0
friction_burden,high,friction_burden: high,Qwen3.8-Max,22,22,3.4318181818181817,3.0,3.8636363636363638,3.5,0.3181818181818182,0.8636363636363636,0.09090909090909091,0.045454545454545456,35.5,3.0
friction_burden,low,friction_burden: low,DeepSeek-V3.2,38,38,3.013157894736842,2.6447368421052633,3.3947368421052633,3.25,0.2631578947368421,0.9473684210526315,0.05263157894736842,0.0,19.86842105263158,5.0
friction_burden,low,friction_burden: low,DeepSeek-V4-Pro,38,38,3.0789473684210527,2.723684210526316,3.4342105263157894,3.0,0.23684210526315788,1.0,0.0,0.0,16.44736842105263,3.0
friction_burden,low,friction_burden: low,Doubao-Seed-2.0-lite,38,38,2.3421052631578947,2.0789473684210527,2.6184210526315788,2.0,0.05263157894736842,0.9736842105263158,0.02631578947368421,0.0,15.131578947368421,10.0
friction_burden,low,friction_burden: low,GLM-5,38,38,3.0526315789473686,2.6973684210526314,3.4078947368421053,3.0,0.23684210526315788,1.0,0.0,0.0,15.473684210526315,4.0
friction_burden,low,friction_burden: low,GPT-5.4,38,38,3.5526315789473686,3.1973684210526314,3.9078947368421053,3.5,0.42105263157894735,0.9473684210526315,0.05263157894736842,0.0,16.526315789473685,2.0
friction_burden,low,friction_burden: low,GPT-5.6 Sol,38,38,4.065789473684211,3.723684210526316,4.394736842105263,4.25,0.6578947368421053,0.9736842105263158,0.02631578947368421,0.0,16.289473684210527,1.0
friction_burden,low,friction_burden: low,Kimi K2,38,38,2.5,2.1184210526315788,2.8947368421052633,2.25,0.13157894736842105,0.9736842105263158,0.02631578947368421,0.0,16.13157894736842,9.0
friction_burden,low,friction_burden: low,MiniMax M3,38,38,2.8815789473684212,2.5526315789473686,3.223684210526316,3.0,0.18421052631578946,0.7105263157894737,0.05263157894736842,0.23684210526315788,18.81578947368421,7.0
friction_burden,low,friction_burden: low,Qwen3-30B-A3B-Instruct-2507,38,38,2.5657894736842106,2.1842105263157894,2.973684210526316,2.0,0.21052631578947367,1.0,0.0,0.0,16.105263157894736,8.0
friction_burden,low,friction_burden: low,Qwen3.8-Max,38,38,2.9473684210526314,2.5789473684210527,3.3289473684210527,3.0,0.2631578947368421,0.9473684210526315,0.02631578947368421,0.02631578947368421,18.973684210526315,6.0
friction_burden,moderate,friction_burden: moderate,DeepSeek-V3.2,60,60,2.808333333333333,2.5166666666666666,3.1,3.0,0.18333333333333332,0.9333333333333333,0.05,0.016666666666666666,22.483333333333334,7.0
friction_burden,moderate,friction_burden: moderate,DeepSeek-V4-Pro,60,60,2.9583333333333335,2.6666666666666665,3.2583333333333333,3.0,0.23333333333333334,0.9166666666666666,0.06666666666666667,0.016666666666666666,26.55,6.0
friction_burden,moderate,friction_burden: moderate,Doubao-Seed-2.0-lite,60,60,2.325,2.05,2.6083333333333334,2.0,0.1,0.9666666666666667,0.016666666666666666,0.016666666666666666,17.433333333333334,9.0
friction_burden,moderate,friction_burden: moderate,GLM-5,60,60,3.1083333333333334,2.816666666666667,3.4,3.0,0.23333333333333334,0.9666666666666667,0.016666666666666666,0.016666666666666666,15.966666666666667,3.0
friction_burden,moderate,friction_burden: moderate,GPT-5.4,60,60,3.5833333333333335,3.3333333333333335,3.8333333333333335,3.5,0.36666666666666664,0.9333333333333333,0.05,0.016666666666666666,24.45,2.0
friction_burden,moderate,friction_burden: moderate,GPT-5.6 Sol,60,60,3.783333333333333,3.4916666666666667,4.075,4.0,0.5666666666666667,0.9,0.08333333333333333,0.016666666666666666,21.566666666666666,1.0
friction_burden,moderate,friction_burden: moderate,Kimi K2,60,60,2.6166666666666667,2.316666666666667,2.925,2.5,0.15,0.95,0.03333333333333333,0.016666666666666666,20.15,8.0
