public_trajectory_id,packet_id,case_id,doctor_model,trajectory_status,turns_completed,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,closure_status,closure_kind,case_disease_domain,case_target_problem,case_starting_phase,case_friction_intensity,case_primary_friction,case_secondary_frictions,case_tool_dependency,case_expected_turn_budget_category,case_high_order_capability_domains,aggregate_score_mean,aggregate_score_median,judge_score_range,judge_score_std,score_minus_case_mean,failure_flags,primary_failure_mode,low_score,very_low_score,below_strong,high_turn,very_high_turn,no_workspace,sparse_workspace,heavy_workspace,high_judge_disagreement,workspace_underuse_candidate,workspace_overuse_candidate,long_or_tool_intensive_low_score,closed_but_low_score,model_specific_weakness,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge
case_CL120_EHR_104__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_104__anon_f4f706477a879312,case_CL120_EHR_104,Qwen3-30B-A3B-Instruct-2507,closed_success,13,68,13,13,6,13,12,12,True,2.1666666666666665,1,13,14,0,4,,,closed,terminal_safe_handoff_closed,infectious_disease,antibiotic_allergy_or_adherence,pre_handoff,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,short,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.25,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False
case_CL120_EHR_105__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_105__anon_56424cbd842a6fa0,case_CL120_EHR_105,Qwen3-30B-A3B-Instruct-2507,closed_success,20,95,20,20,6,19,16,16,True,3.3333333333333335,1,18,21,0,2,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,fracture_fall_prevention,post_handoff,light,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-1.4,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
case_CL120_EHR_106__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_106__anon_67f41a6967169042,case_CL120_EHR_106,Qwen3-30B-A3B-Instruct-2507,closed_success,13,101,13,13,8,27,23,23,True,1.625,1,13,14,0,1,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,osteoporosis,post_handoff,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.0897247358851685,0.3999999999999999,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
case_CL120_EHR_107__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_107__anon_1295d2cc78811764,case_CL120_EHR_107,Qwen3-30B-A3B-Instruct-2507,closed_success,13,107,13,13,8,26,24,24,True,1.625,1,9,14,0,6,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,polypharmacy,result_return,light,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.299038105676658,0.7999999999999998,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
case_CL120_EHR_108__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_108__anon_0f553955ce2777ed,case_CL120_EHR_108,Qwen3-30B-A3B-Instruct-2507,closed_success,4,51,4,4,3,15,12,12,True,1.3333333333333333,1,3,5,0,3,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,frailty_caregiver_execution,result_return,light,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,2.75,3.0,3,1.299038105676658,0.1499999999999999,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_109__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_109__anon_c33d0408aedc1ba1,case_CL120_EHR_109,Qwen3-30B-A3B-Instruct-2507,closed_success,4,64,4,4,4,20,16,16,True,1.0,1,4,5,0,3,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,fracture_fall_prevention,home_execution_failure,light,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,1.75,2.0,1,0.4330127018922193,-1.25,low_score | very_low_score | below_strong | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
case_CL120_EHR_110__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_110__anon_b09b687a427e16ae,case_CL120_EHR_110,Qwen3-30B-A3B-Instruct-2507,closed_success,20,153,20,20,12,36,31,32,True,1.6666666666666667,1,17,21,0,12,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,osteoporosis,home_execution_failure,moderate,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,2,0.8660254037844386,-0.1499999999999999,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True
case_CL120_EHR_111__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_111__anon_f707364138f61bf9,case_CL120_EHR_111,Qwen3-30B-A3B-Instruct-2507,closed_success,6,54,6,6,3,15,12,12,True,2.0,1,3,7,0,1,,,closed,terminal_safe_handoff_closed,musculoskeletal_geriatrics,polypharmacy,longitudinal_followup,moderate,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,1.5,1.5,1,0.5,-0.8500000000000001,low_score | very_low_score | below_strong | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True
case_CL120_EHR_112__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_112__anon_7518f7f51c4a0568,case_CL120_EHR_112,Qwen3-30B-A3B-Instruct-2507,closed_success,6,54,6,6,3,15,12,12,True,2.0,1,4,7,0,2,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,frailty_caregiver_execution,discharge_transition,moderate,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,-0.10000000000000009,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_113__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_113__anon_985b7f4495f33b76,case_CL120_EHR_113,Qwen3-30B-A3B-Instruct-2507,closed_success,16,191,16,16,12,40,32,34,True,1.3333333333333333,1,15,17,0,49,,,closed,terminal_safe_handoff_closed,mental_health_somatic,anxiety_depression_somatic_red_flag_and_followup,longitudinal_followup,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,1,1.0,0,0.0,-2.3,low_score | very_low_score | below_strong | heavy_workspace | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True
case_CL120_EHR_114__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_114__anon_a1a2a6fdba8e8d30,case_CL120_EHR_114,Qwen3-30B-A3B-Instruct-2507,closed_success,6,52,6,6,4,12,11,11,True,1.5,1,5,7,0,5,,,closed,terminal_safe_handoff_closed,mental_health_somatic,depression_adherence,pre_handoff,moderate,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,1.0,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_115__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_115__anon_527bbfb7e0e82afc,case_CL120_EHR_115,Qwen3-30B-A3B-Instruct-2507,closed_success,19,171,19,19,12,46,39,39,True,1.5833333333333333,1,18,20,0,8,,,closed,terminal_safe_episode_closed,mental_health_somatic,stigma_hidden_history,pre_handoff,moderate,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,-0.04999999999999982,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False
case_CL120_EHR_116__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_116__anon_2c4a584488a386e3,case_CL120_EHR_116,Qwen3-30B-A3B-Instruct-2507,closed_success,14,107,14,14,4,12,10,11,True,3.5,1,5,15,0,43,,,closed,terminal_safe_handoff_closed,mental_health_somatic,anxiety_somatic_red_flag,post_handoff,moderate,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,1,1.0,0,0.0,-1.5,low_score | very_low_score | below_strong | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
case_CL120_EHR_117__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_117__anon_97183b454391d93e,case_CL120_EHR_117,Qwen3-30B-A3B-Instruct-2507,closed_success,15,154,15,15,9,38,30,32,True,1.6666666666666667,1,15,16,0,21,,,closed,terminal_safe_episode_closed,mental_health_somatic,depression_adherence,post_handoff,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,1,1.0,0,0.0,-1.4,low_score | very_low_score | below_strong | heavy_workspace | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False
case_CL120_EHR_118__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_118__anon_edab564c04d09cf0,case_CL120_EHR_118,Qwen3-30B-A3B-Instruct-2507,closed_success,5,49,5,5,3,13,11,11,True,1.6666666666666667,1,3,6,0,3,,,closed,terminal_bounded_episode_closed,dermatology_ent_ophthalmology,rash_drug_reaction,result_return,heavy,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,long,HO1 | HO2 | HO3 | HO4,3,3.0,4,1.5811388300841898,-0.25,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_119__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_119__anon_409f796ca9121973,case_CL120_EHR_119,Qwen3-30B-A3B-Instruct-2507,runtime_error,30,212,30,30,17,52,45,47,True,1.7647058823529411,1,29,0,30,4,content_filter_400,RuntimeError,open,,dermatology_ent_ophthalmology,vision_red_flag,result_return,heavy,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,long,HO1 | HO2 | HO3 | HO4,3.25,3.0,3,1.299038105676658,-0.3999999999999999,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge,runtime_error,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False
case_CL120_EHR_120__Qwen3-30B-A3B-Instruct-2507,case_CL120_EHR_120__anon_8e33319159de4cb4,case_CL120_EHR_120,Qwen3-30B-A3B-Instruct-2507,closed_success,14,120,14,14,9,34,27,28,True,1.5555555555555556,1,14,0,15,1,,,closed,terminal_safe_episode_closed,dermatology_ent_ophthalmology,otitis_sinus_complication,home_execution_failure,heavy,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,long,HO1 | HO2 | HO3 | HO4,2.5,2.0,2,0.8660254037844386,-0.6499999999999999,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True
case_CL120_EHR_001__Qwen3.8-Max,case_CL120_EHR_001__anon_34d3ebd3c75fe288,case_CL120_EHR_001,Qwen3.8-Max,closed_success,13,69,13,13,4,14,12,12,True,3.25,1,13,14,0,4,,,closed,terminal_safe_episode_closed,cardiovascular,chest_pain_acs_dissection,longitudinal_followup,light,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.6499999999999999,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_002__Qwen3.8-Max,case_CL120_EHR_002__anon_38c9d580c68644c3,case_CL120_EHR_002,Qwen3.8-Max,closed_success,28,95,28,28,5,13,12,12,True,5.6,1,7,29,0,1,,,closed,terminal_safe_episode_closed,cardiovascular,heart_failure_decompensation,longitudinal_followup,light,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,2.0,0.10000000000000009,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True
case_CL120_EHR_003__Qwen3.8-Max,case_CL120_EHR_003__anon_cb463d3d489ee356,case_CL120_EHR_003,Qwen3.8-Max,runtime_error,30,88,30,30,4,8,7,7,True,7.5,1,4,30,0,6,content_filter_400,RuntimeError,open,,cardiovascular,atrial_fibrillation_anticoagulation,discharge_transition,light,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.7853571071357126,-0.5,low_score | very_low_score | below_strong | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,runtime_error,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True
case_CL120_EHR_004__Qwen3.8-Max,case_CL120_EHR_004__anon_100cf60325a4a486,case_CL120_EHR_004,Qwen3.8-Max,closed_success,5,27,5,5,3,4,4,4,True,1.6666666666666667,1,4,6,0,4,,,closed,terminal_safe_episode_closed,dermatology_ent_ophthalmology,cataract_postoperative_medication_and_followup,discharge_transition,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,3.5,4.0,4,1.5,1.2000000000000002,high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
case_CL120_EHR_005__Qwen3.8-Max,case_CL120_EHR_005__anon_94aab43c299b090f,case_CL120_EHR_005,Qwen3.8-Max,closed_success,4,31,4,4,2,4,4,4,True,2.0,1,2,5,0,9,,,closed,terminal_safe_handoff_closed,cardiovascular,syncope,pre_handoff,light,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,short,HO1 | HO2 | HO3 | HO4,4.5,4.5,1,0.5,0.8500000000000001,,no_major_failure_flag,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
case_CL120_EHR_006__Qwen3.8-Max,case_CL120_EHR_006__anon_2c78d3983675aa67,case_CL120_EHR_006,Qwen3.8-Max,closed_success,16,44,16,16,1,2,2,2,True,16.0,1,1,17,0,5,,,closed,terminal_safe_handoff_closed,cardiovascular,chest_pain_acs_dissection,pre_handoff,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,short,HO1 | HO2 | HO3 | HO4,1.5,1.5,1,0.5,-2.4,low_score | very_low_score | below_strong | sparse_workspace | workspace_underuse_candidate | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True
case_CL120_EHR_007__Qwen3.8-Max,case_CL120_EHR_007__anon_9172d00587ce69fe,case_CL120_EHR_007,Qwen3.8-Max,closed_success,7,72,7,7,4,11,10,10,True,1.75,1,5,8,0,23,,,closed,terminal_safe_episode_closed,cardiovascular,heart_failure_decompensation,post_handoff,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.7853571071357126,-0.10000000000000009,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_008__Qwen3.8-Max,case_CL120_EHR_008__anon_7c23bba3378f3372,case_CL120_EHR_008,Qwen3.8-Max,closed_success,14,57,14,14,5,9,8,8,True,2.8,1,13,15,0,3,,,closed,terminal_safe_episode_closed,cardiovascular,atrial_fibrillation_anticoagulation,post_handoff,moderate,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,4.5,4.5,1,0.5,0.8999999999999999,,no_major_failure_flag,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
case_CL120_EHR_009__Qwen3.8-Max,case_CL120_EHR_009__anon_ad44d6c5c1e17509,case_CL120_EHR_009,Qwen3.8-Max,closed_success,15,59,15,15,4,8,8,8,True,3.75,1,9,16,0,4,,,closed,terminal_safe_episode_closed,cardiovascular,hypertension_urgency,result_return,moderate,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.118033988749895,0.6000000000000001,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_010__Qwen3.8-Max,case_CL120_EHR_010__anon_87cbb0814f6ba4f8,case_CL120_EHR_010,Qwen3.8-Max,closed_success,16,59,16,16,4,8,8,8,True,4.0,1,15,17,0,2,,,closed,terminal_safe_episode_closed,cardiovascular,syncope,result_return,moderate,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,4,5.0,4,1.7320508075688772,1.0499999999999998,high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True
case_CL120_EHR_011__Qwen3.8-Max,case_CL120_EHR_011__anon_233e6550d120a15f,case_CL120_EHR_011,Qwen3.8-Max,closed_success,53,129,53,53,1,5,4,4,True,53.0,1,1,54,0,9,,,closed,terminal_safe_episode_closed,cardiovascular,chest_pain_acs_dissection,home_execution_failure,moderate,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.0,3,1.299038105676658,-0.7000000000000002,low_score | below_strong | high_turn | sparse_workspace | high_judge_disagreement | workspace_underuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True
case_CL120_EHR_012__Qwen3.8-Max,case_CL120_EHR_012__anon_98082289602f21e7,case_CL120_EHR_012,Qwen3.8-Max,closed_success,52,130,52,52,3,8,7,7,True,17.333333333333332,1,4,53,0,3,,,closed,terminal_safe_episode_closed,cardiovascular,heart_failure_decompensation,longitudinal_followup,moderate,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.2999999999999998,below_strong | high_turn | high_judge_disagreement | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False
case_CL120_EHR_013__Qwen3.8-Max,case_CL120_EHR_013__anon_0ebcc722a28d0698,case_CL120_EHR_013,Qwen3.8-Max,closed_success,6,37,6,6,4,8,7,7,True,1.5,1,4,7,0,2,,,closed,terminal_safe_episode_closed,cardiovascular,atrial_fibrillation_anticoagulation,longitudinal_followup,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.5,4.0,4,1.6583123951777,0.3999999999999999,high_judge_disagreement | serious_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
case_CL120_EHR_014__Qwen3.8-Max,case_CL120_EHR_014__anon_170465efe94f2a86,case_CL120_EHR_014,Qwen3.8-Max,closed_success,8,47,8,8,2,10,9,8,True,4.0,1,2,8,0,4,,,closed,terminal_safe_episode_closed,cardiovascular,hypertension_urgency,discharge_transition,moderate,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-1.1,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True
case_CL120_EHR_015__Qwen3.8-Max,case_CL120_EHR_015__anon_0b7a78fce96149ff,case_CL120_EHR_015,Qwen3.8-Max,closed_success,25,70,25,25,3,4,4,4,True,8.333333333333334,1,13,26,0,7,,,closed,terminal_safe_episode_closed,respiratory,suspected_pulmonary_embolism_result_and_anticoagulation_followup,result_return,heavy,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,long,HO1 | HO2 | HO3 | HO4,3.75,4.5,4,1.6393596310755,0.8500000000000001,high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True
case_CL120_EHR_016__Qwen3.8-Max,case_CL120_EHR_016__anon_9d70b9cc4ebefcc5,case_CL120_EHR_016,Qwen3.8-Max,closed_success,3,18,3,3,1,3,3,3,True,3.0,1,1,4,0,2,,,closed,terminal_safe_handoff_closed,respiratory,pneumonia,pre_handoff,heavy,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,long,HO1 | HO2 | HO3 | HO4,2.75,3.0,3,1.299038105676658,0.0,low_score | below_strong | sparse_workspace | high_judge_disagreement | workspace_underuse_candidate | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,workspace_underuse_candidate,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False
case_CL120_EHR_017__Qwen3.8-Max,case_CL120_EHR_017__anon_5ade20fe13fa5299,case_CL120_EHR_017,Qwen3.8-Max,closed_success,63,182,63,63,6,17,15,15,True,10.5,1,39,64,0,7,,,closed,terminal_safe_episode_closed,respiratory,lung_nodule_mass,post_handoff,heavy,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,long,HO1 | HO2 | HO3 | HO4,4,5.0,4,1.7320508075688772,0.7999999999999998,high_turn | heavy_workspace | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True
case_CL120_EHR_018__Qwen3.8-Max,case_CL120_EHR_018__anon_c89ab012fc3e8e5e,case_CL120_EHR_018,Qwen3.8-Max,closed_success,16,71,16,16,3,12,11,11,True,5.333333333333333,1,13,17,0,4,,,closed,terminal_safe_episode_closed,respiratory,pulmonary_embolism,post_handoff,extreme,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,extra_long,HO1 | HO2 | HO3 | HO4,2.25,2.0,3,1.0897247358851685,-0.6000000000000001,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True
case_CL120_EHR_019__Qwen3.8-Max,case_CL120_EHR_019__anon_ad73e712f5301649,case_CL120_EHR_019,Qwen3.8-Max,closed_success,18,82,18,18,4,16,13,13,True,4.5,1,5,19,0,2,,,closed,terminal_safe_episode_closed,respiratory,home_oxygen_or_inhaler_execution,post_handoff,light,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,1.5811388300841898,-0.5499999999999998,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_020__Qwen3.8-Max,case_CL120_EHR_020__anon_6bf9dfc06fda76ba,case_CL120_EHR_020,Qwen3.8-Max,closed_success,3,22,3,3,1,5,4,4,True,3.0,1,1,4,0,2,,,closed,terminal_safe_episode_closed,respiratory,asthma_copd_exacerbation,result_return,light,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,0.10000000000000009,low_score | very_low_score | below_strong | sparse_workspace | high_judge_disagreement | workspace_underuse_candidate | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False
