packet_id,public_model_slug,public_trajectory_id,case_id,doctor_model,terminal_status,turns_completed,runtime_error_present,source_trajectory_sha256,packet_sha256,source_trajectory_file,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,runtime_error_message_excerpt,closure_status,closure_kind,closed_success_flag,open_at_100_flag,runtime_error_flag,aggregate_score_median,aggregate_score_mean,judge_score_range,judge_score_std,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge,judge_reported_grade_mismatch_count,judge_output_quality_error_count,judge_with_any_quality_error_count,contract_complexity_index,contract_complexity_level
case_CL120_EHR_058__anon_40cd240bf0b74abc,MiniMax-M3,case_CL120_EHR_058__MiniMax-M3,case_CL120_EHR_058,MiniMax M3,closed_success,8,False,8405e351c93b95db8e98895e8ee1203e0e3b577c7f73c45b78ef4c359733d69e,0d19637f83583679481de2b70bb7f9f3c90555ccce3e31df97b2b416b70eccb7,trajectories/by_model/MiniMax-M3/case_CL120_EHR_058.json,31,8,8,3,3,3,3,True,2.6666666666666665,1,3,9,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,False,2,20,3,6,moderate
case_CL120_EHR_059__anon_25c3bb4d408d2aec,MiniMax-M3,case_CL120_EHR_059__MiniMax-M3,case_CL120_EHR_059,MiniMax M3,closed_success,13,False,ccca61572c67a85e1877621973ab264624459cd65c4bbc135b49e3d0f529897e,c06cd170a0eff2225b09d4e8faabd737314c66eb657b9e61411af1abaec37e90,trajectories/by_model/MiniMax-M3/case_CL120_EHR_059.json,37,13,13,1,1,1,1,True,13.0,1,1,0,14,7,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,False,False,2,55,4,7,high
case_CL120_EHR_060__anon_3a38f2c4992e96bb,MiniMax-M3,case_CL120_EHR_060__MiniMax-M3,case_CL120_EHR_060,MiniMax M3,runtime_error,1,True,1cb7ac1d38c887a1ad9558167e3d0e28d2529f5ff42390fedf92e67eaf39577d,31844f602456b6622532e84cd08e083d402b7e18dd114da8c5ef460e448a945d,trajectories/by_model/MiniMax-M3/case_CL120_EHR_060.json,2,1,1,0,0,0,0,False,,,,1,0,0,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,1.5,1.75,2,0.82915619758885,True,True,False,0,4,2,7,high
case_CL120_EHR_061__anon_dc623cb6eac72e61,MiniMax-M3,case_CL120_EHR_061__MiniMax-M3,case_CL120_EHR_061,MiniMax M3,closed_success,24,False,51349c9213acc5f02b3d2ee49ddbde100b00ba2e26ad81ed2252d33d1cccd3d9,7ba845267da7a867f1af34648edd2c0f16e47b0cefa61a5676d87b1dfb1b7cbb,trajectories/by_model/MiniMax-M3/case_CL120_EHR_061.json,69,24,24,2,6,5,5,True,12.0,1,10,25,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,False,False,1,79,4,6,moderate
case_CL120_EHR_062__anon_e0fe8d6a2af30aad,MiniMax-M3,case_CL120_EHR_062__MiniMax-M3,case_CL120_EHR_062,MiniMax M3,closed_success,3,False,164c6f04724a60f85ff5084515cd98f6498f5f84785b3878cad4cafd708d6962,bdb01e3321d39850c4fee5a30a1633ab96b9daa1cb67316c484b3a9f1ac13f6b,trajectories/by_model/MiniMax-M3/case_CL120_EHR_062.json,13,3,3,1,1,1,1,True,3.0,1,1,4,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3.25,3,1.299038105676658,False,True,False,1,19,3,4,moderate
case_CL120_EHR_063__anon_976976de2275a052,MiniMax-M3,case_CL120_EHR_063__MiniMax-M3,case_CL120_EHR_063,MiniMax M3,closed_success,8,False,0b6e13bb22266460d39a93c36e5f90770f6b45ae23a615e098751051f899b15d,7c539ed77d25064a958fe6395e47326be6a8b74f5f3ed67afb0cedc2874e5810,trajectories/by_model/MiniMax-M3/case_CL120_EHR_063.json,22,8,8,1,1,1,1,True,8.0,1,1,9,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.5,4,1.5,True,True,True,0,13,3,5,moderate
case_CL120_EHR_064__anon_e357790d995d65a2,MiniMax-M3,case_CL120_EHR_064__MiniMax-M3,case_CL120_EHR_064,MiniMax M3,closed_success,12,False,1da957e43f62b4986b33e387e8c96e18917b6dbed1b11265b6911201e742d5ed,fe2386f9725b59676bc72b513460bfa7417d1b7c2e805605ad62d6d4b1eff86e,trajectories/by_model/MiniMax-M3/case_CL120_EHR_064.json,31,12,12,1,1,1,1,True,12.0,1,1,13,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,1.5,2.25,4,1.6393596310755,True,True,True,0,50,4,3,low
case_CL120_EHR_065__anon_aaf165279e3a3e47,MiniMax-M3,case_CL120_EHR_065__MiniMax-M3,case_CL120_EHR_065,MiniMax M3,closed_success,8,False,bd4262e7ea6cb8c5f9cecb773f795053e259cb976151bc1a0858875c51b00553,dc70797130b65f60dee61979fa3994661b53ca4bf4fee197409a8794c1587b9f,trajectories/by_model/MiniMax-M3/case_CL120_EHR_065.json,27,8,8,2,2,2,2,True,4.0,1,2,9,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,True,False,1,49,4,5,moderate
case_CL120_EHR_066__anon_73921253230128b7,MiniMax-M3,case_CL120_EHR_066__MiniMax-M3,case_CL120_EHR_066,MiniMax M3,closed_success,15,False,1fe1aec52363e1b472d48e27d395654c56a02b3d9c6807d71230f6ca5516265a,736fff7b5a623df269ef676b00f0e62dad7ff1686a7db6be8279cac12cd2dbe9,trajectories/by_model/MiniMax-M3/case_CL120_EHR_066.json,38,15,15,2,2,2,2,True,7.5,1,2,16,0,1,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,True,1,46,4,4,moderate
case_CL120_EHR_067__anon_68279efc522281b5,MiniMax-M3,case_CL120_EHR_067__MiniMax-M3,case_CL120_EHR_067,MiniMax M3,closed_success,17,False,10b38fbc4507182c82c0affdbfcac86b45fabb389a42a62192e2f43bb00281bf,45e2a35ca612572f8c3f99f0e68237dcbfcd26ba0aeeb314eb87204bd5da3862,trajectories/by_model/MiniMax-M3/case_CL120_EHR_067.json,40,17,17,0,0,0,0,False,,,,18,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,True,0,30,4,9,high
case_CL120_EHR_068__anon_4e1de9ffa02d105d,MiniMax-M3,case_CL120_EHR_068__MiniMax-M3,case_CL120_EHR_068,MiniMax M3,runtime_error,6,True,4bffa0c8d0c34fbff7e3c0e1b606e1661585039bd65dc78956ccfb431d712756,e6f6170cd2db073bb0ecbdce090cff9edabbefed8e322ca92feef7bda89609c1,trajectories/by_model/MiniMax-M3/case_CL120_EHR_068.json,24,5,5,2,3,3,3,True,3.0,1,2,6,0,4,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,3.5,3,3,1.224744871391589,True,True,False,1,38,4,6,moderate
case_CL120_EHR_069__anon_2867b08980f9e325,MiniMax-M3,case_CL120_EHR_069__MiniMax-M3,case_CL120_EHR_069,MiniMax M3,open_at_100,100,False,37b1ad69af924c0de4f02d958686bfc8a2a9157c9c0e4416a064e21f0d75a9f7,c27368b29f987dd87c1d0ea3bac7d6a04b4e48df506fdbfb960080078c6ef486,trajectories/by_model/MiniMax-M3/case_CL120_EHR_069.json,212,100,100,1,1,1,1,True,100.0,37,37,101,0,8,,,,soft_closed,milestone_closed_but_not_terminal,False,True,False,2.0,2.25,3,1.0897247358851685,True,True,True,2,50,4,6,moderate
case_CL120_EHR_070__anon_054a4edb42c0c792,MiniMax-M3,case_CL120_EHR_070__MiniMax-M3,case_CL120_EHR_070,MiniMax M3,closed_success,21,False,8ab61d909a35c3792e060602f3cc1855801a283e72be338098035e5114585451,18df28fb95354f8ae9a035cf721485cbfe0c5d308c9f4e3a632315ed8cf771fe,trajectories/by_model/MiniMax-M3/case_CL120_EHR_070.json,47,21,21,1,1,1,1,True,21.0,2,2,22,0,1,,,,closed,terminal_safe_handoff_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,54,4,1,low
case_CL120_EHR_071__anon_75196bb9e28e530f,MiniMax-M3,case_CL120_EHR_071__MiniMax-M3,case_CL120_EHR_071,MiniMax M3,closed_success,5,False,dee0995a1abaf740ac5eb34885ccae57a89c0b142cd5100ea864a6748c862ffd,0b00956080c2a0d8fcecd0322e2af8dfd54fcf48800699feed2151e671838dca,trajectories/by_model/MiniMax-M3/case_CL120_EHR_071.json,15,5,5,0,0,0,0,False,,,,0,6,4,,,,closed,terminal_safe_handoff_closed,True,False,False,3.0,3.25,3,1.299038105676658,False,True,True,1,35,2,2,low
case_CL120_EHR_072__anon_d550cb98108f1349,MiniMax-M3,case_CL120_EHR_072__MiniMax-M3,case_CL120_EHR_072,MiniMax M3,runtime_error,9,True,1a4e21716ca1666a91fa05c5f4c6da3957251ba48720de68e84b55d9694da79c,bcb56cb2c534e900d59007065dfb019423a5f042a206f03415623bddef220626,trajectories/by_model/MiniMax-M3/case_CL120_EHR_072.json,28,8,8,2,2,2,2,True,4.5,1,2,9,0,5,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,2.0,2.25,3,1.0897247358851685,True,True,True,0,36,4,2,low
case_CL120_EHR_073__anon_3a95a3c57bc234c8,MiniMax-M3,case_CL120_EHR_073__MiniMax-M3,case_CL120_EHR_073,MiniMax M3,runtime_error,52,True,cf40a46a183207ae07ea9ce48f89e6b23228a598dcaaef10ce8e886315754caf,8f417c491df8a08447ca218644ab2fdf53ad0b2912b277f1d67841f0183aadf8,trajectories/by_model/MiniMax-M3/case_CL120_EHR_073.json,110,51,51,1,1,1,1,True,52.0,45,45,52,0,4,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,3.0,2.75,3,1.299038105676658,True,True,True,1,36,4,4,moderate
case_CL120_EHR_074__anon_78a3c2ab0ed339aa,MiniMax-M3,case_CL120_EHR_074__MiniMax-M3,case_CL120_EHR_074,MiniMax M3,closed_success,7,False,ee209f7f698f4bba2be5eeb7dec666e4d72c4e4f01bb18d59df0b47a4715b4c6,ad00ce1ba3ef17d7cc737bb0beedcec7202626455e80b205001216511b3b1209,trajectories/by_model/MiniMax-M3/case_CL120_EHR_074.json,24,7,7,2,2,2,2,True,3.5,1,2,0,8,3,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,True,True,2,48,4,2,low
case_CL120_EHR_075__anon_2d8ea69bf5009a17,MiniMax-M3,case_CL120_EHR_075__MiniMax-M3,case_CL120_EHR_075,MiniMax M3,closed_success,9,False,60eb141bbd015c87ac5ccc61554f1e21ec0e66112d4f93158fa95b6738c56621,5875ba29f4b0599956b74e9899eade418f45d20a4a1d03882adbb943effcb6bf,trajectories/by_model/MiniMax-M3/case_CL120_EHR_075.json,36,9,9,1,5,4,4,True,9.0,1,1,0,9,5,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,True,False,0,44,4,4,moderate
case_CL120_EHR_076__anon_74080449244aab2e,MiniMax-M3,case_CL120_EHR_076__MiniMax-M3,case_CL120_EHR_076,MiniMax M3,closed_success,17,False,b36072dcfde6a96be60ddf5326f3198b12ecdde80e6b7cee5cb2da32178415a8,0f37f593a02f1ef0d82293483157cf148a78d118477996abab44070ac486a805,trajectories/by_model/MiniMax-M3/case_CL120_EHR_076.json,43,17,17,1,2,2,2,True,17.0,1,1,0,18,2,,,,closed,terminal_safe_handoff_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,32,4,2,low
case_CL120_EHR_077__anon_b904aa92efb90794,MiniMax-M3,case_CL120_EHR_077__MiniMax-M3,case_CL120_EHR_077,MiniMax M3,closed_success,9,False,30715c1aa2bfa32510fbb698d93a2936ab774a583b31ed5aef8b54193a1ba149,17f8983e10db9cb2e49b5149463ca20717956015767fbc89f56504b8062da4bc,trajectories/by_model/MiniMax-M3/case_CL120_EHR_077.json,41,9,9,3,6,6,6,True,3.0,1,3,0,10,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,42,4,3,low
case_CL120_EHR_078__anon_9ca5b062fbccb053,MiniMax-M3,case_CL120_EHR_078__MiniMax-M3,case_CL120_EHR_078,MiniMax M3,open_at_100,100,False,3e00337af2456a338bc2e75078f5117ba509477d052eb1e66ac3e7313deac3c5,b5c568aeced6937ca8b811d333b1c6a0353b5c8af1f6f1463875335bdde641c1,trajectories/by_model/MiniMax-M3/case_CL120_EHR_078.json,224,100,100,3,4,4,4,True,33.333333333333336,1,13,101,0,11,,,,open,open_progressing,False,True,False,3.0,2.75,3,1.299038105676658,True,True,True,1,56,4,4,moderate
case_CL120_EHR_079__anon_ac9ea82d30352fd0,MiniMax-M3,case_CL120_EHR_079__MiniMax-M3,case_CL120_EHR_079,MiniMax M3,closed_success,18,False,b428e82b9378e41701b53b8c4dc59f7338d19bc1307205cc08ab554246dc849e,ca0f00a4fe84925d641b88835b46f07e3503ab24d62e94bfc17aab061e9f3316,trajectories/by_model/MiniMax-M3/case_CL120_EHR_079.json,46,18,18,1,2,2,2,True,18.0,1,1,19,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.5,4,1.5,True,True,True,0,32,4,4,moderate
case_CL120_EHR_080__anon_1060633f7108942a,MiniMax-M3,case_CL120_EHR_080__MiniMax-M3,case_CL120_EHR_080,MiniMax M3,closed_success,5,False,2efbf4ca800b8b371d0ecee63e92862c1a5704595c37a4c4859ea567ecbd5f8b,7825bfdfa4ad36d6bc338b9f08babbdf3e46c8be347d2bd6118c69e30d0acde0,trajectories/by_model/MiniMax-M3/case_CL120_EHR_080.json,25,5,5,3,4,4,4,True,1.6666666666666667,1,5,6,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,True,True,0,27,4,5,moderate
case_CL120_EHR_081__anon_9d94048e9dad6fcd,MiniMax-M3,case_CL120_EHR_081__MiniMax-M3,case_CL120_EHR_081,MiniMax M3,closed_success,5,False,0e99cff773aebc23b934a33baf1a634f45944d1202523bb0cb06c6cafc763680,75d58fc14c92687aed1d807ca4cc15f829300ab73c9511319603f6e0868d94f6,trajectories/by_model/MiniMax-M3/case_CL120_EHR_081.json,17,5,5,1,1,1,1,True,5.0,1,1,6,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,True,1,25,4,4,moderate
case_CL120_EHR_082__anon_8a119b58356c1895,MiniMax-M3,case_CL120_EHR_082__MiniMax-M3,case_CL120_EHR_082,MiniMax M3,closed_success,12,False,d439d4cbf3806fd6c5ed7d8a1c560abcfa097841b2136d14fd45f696d2fdf637,acdec9e8707d4c173a32d9f40c0030ef15d26d7760edee371e5644eef29257bf,trajectories/by_model/MiniMax-M3/case_CL120_EHR_082.json,31,12,12,1,1,1,1,True,12.0,1,1,13,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,0,33,4,4,moderate
case_CL120_EHR_083__anon_197545623578b7e0,MiniMax-M3,case_CL120_EHR_083__MiniMax-M3,case_CL120_EHR_083,MiniMax M3,closed_success,11,False,ef5d15c55d83641eda15628b97334a2512ed4e451e223936e9f4d590cce4d83a,c2a5bd33139edf6993f090007fed508ac571dd48b1416bc26c90029c13a2b55e,trajectories/by_model/MiniMax-M3/case_CL120_EHR_083.json,36,11,11,2,3,3,3,True,5.5,1,9,12,0,3,,,,closed,terminal_safe_handoff_closed,True,False,False,3.0,3,4,1.5811388300841898,True,True,True,0,33,4,5,moderate
case_CL120_EHR_084__anon_750ed59fc0d770cc,MiniMax-M3,case_CL120_EHR_084__MiniMax-M3,case_CL120_EHR_084,MiniMax M3,runtime_error,21,True,0d4dcc1266386213f2a2da451632eb6999e1d62355c3360c7fd9969f45709f50,c5037d47a2cba02f57a3ae6cfeced0967f6810cd9458c0c177e6d2d588cafa83,trajectories/by_model/MiniMax-M3/case_CL120_EHR_084.json,48,20,20,1,1,1,1,True,21.0,1,1,21,0,4,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,2.0,2.25,3,1.0897247358851685,True,True,True,1,26,3,6,moderate
case_CL120_EHR_085__anon_c5369410c00c3ef9,MiniMax-M3,case_CL120_EHR_085__MiniMax-M3,case_CL120_EHR_085,MiniMax M3,closed_success,11,False,c8dd0365e03eff20a92e179f01c36aebd233ad3d6dd395f2b8e22d92f5768d57,164a8eccb8b5476aa8de2b37bec0f8e39b23f811091c450ea518fae35226113c,trajectories/by_model/MiniMax-M3/case_CL120_EHR_085.json,46,11,11,2,7,6,6,True,5.5,1,2,12,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.5,4,1.5,True,True,True,0,31,4,5,moderate
case_CL120_EHR_086__anon_2d6e61fe740a9cf1,MiniMax-M3,case_CL120_EHR_086__MiniMax-M3,case_CL120_EHR_086,MiniMax M3,closed_success,14,False,c3326e28ae8a7a65b980fcba324412ed7c1ad33bb4843b2eb906d85dfa038928,8f15c600b87ba6e836d8aaef472754625b35cd8d1114e9fd501105737c818760,trajectories/by_model/MiniMax-M3/case_CL120_EHR_086.json,40,14,14,2,2,2,2,True,7.0,1,12,15,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,45,4,6,moderate
case_CL120_EHR_087__anon_ae8190ab7eeb6bb9,MiniMax-M3,case_CL120_EHR_087__MiniMax-M3,case_CL120_EHR_087,MiniMax M3,runtime_error,22,True,6f671701d8bc634dd077f42809fba4c3388a27ad1d0a25b2a658157d5a5be8c7,0d218a96f8bec43a7680fe85b3c01238ed328dc5b5b5fd29bf4421237e8b483d,trajectories/by_model/MiniMax-M3/case_CL120_EHR_087.json,50,21,21,1,1,1,1,True,22.0,1,1,0,22,4,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,2.0,2,0,0.0,False,True,True,1,46,4,2,low
case_CL120_EHR_088__anon_cc817f42056b279a,MiniMax-M3,case_CL120_EHR_088__MiniMax-M3,case_CL120_EHR_088,MiniMax M3,closed_success,12,False,81019c823678dd6c6b14397f6d3f0a427cd2d03e64809fb04a8a616309ec21ab,3bdb033a2cd7510c171385588538ab3ae9bfea4ec380787688cce867a0f0e96c,trajectories/by_model/MiniMax-M3/case_CL120_EHR_088.json,42,12,12,1,5,4,4,True,12.0,1,1,13,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,1.25,1,0.4330127018922193,True,True,True,0,35,4,1,low
case_CL120_EHR_089__anon_f9e7214e56fe6845,MiniMax-M3,case_CL120_EHR_089__MiniMax-M3,case_CL120_EHR_089,MiniMax M3,runtime_error,7,True,958345fb591e9c0545e52bcdf588720baed0f12d0173245cef5037581a747817,b96576d6281646f4eae2ccfbf2e7e2ba39132cfc645ce3c4b80cfd239395fdb3,trajectories/by_model/MiniMax-M3/case_CL120_EHR_089.json,17,6,6,1,1,1,1,True,7.0,1,1,7,0,1,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,2.5,3,3,1.224744871391589,False,True,True,2,22,3,4,moderate
case_CL120_EHR_090__anon_64b49a48e1d8840d,MiniMax-M3,case_CL120_EHR_090__MiniMax-M3,case_CL120_EHR_090,MiniMax M3,closed_success,7,False,e58eec2821f9a64818cfd881124a28e6ddae1bfb519da0cefe262c1474ac21b2,c7caa771f6afd11d1105bdcb2e5da0c5b0514a7a4fd8abf8cc1a505df328acef,trajectories/by_model/MiniMax-M3/case_CL120_EHR_090.json,32,7,7,1,5,4,4,True,7.0,1,1,8,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3.25,3,1.299038105676658,False,True,False,0,37,4,2,low
case_CL120_EHR_091__anon_8d01a6ca212339ac,MiniMax-M3,case_CL120_EHR_091__MiniMax-M3,case_CL120_EHR_091,MiniMax M3,closed_success,12,False,6a3a4cb34c3e3e7b97920bf2961652a13493103c6864a344e6c2dae7e21d763c,15d86ad559e1d040f2d46ca097438b9bf0cf42c8b6664b03fe656c7331372fc6,trajectories/by_model/MiniMax-M3/case_CL120_EHR_091.json,40,12,12,2,4,4,4,True,6.0,1,3,13,0,3,,,,closed,terminal_bounded_episode_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,True,True,2,38,4,3,low
case_CL120_EHR_092__anon_a7bc62c6f048e634,MiniMax-M3,case_CL120_EHR_092__MiniMax-M3,case_CL120_EHR_092,MiniMax M3,closed_success,4,False,65197dcba59e280fb640e6d7a4273622a52291f318b4973475486691bdb77004,88c276a23696c04cfc2e8a89112074f3e0c3761497236d7039bdb420d3aee293,trajectories/by_model/MiniMax-M3/case_CL120_EHR_092.json,16,4,4,1,1,1,1,True,4.0,1,1,5,0,4,,,,closed,terminal_safe_handoff_closed,True,False,False,2.0,2.75,3,1.299038105676658,False,True,True,1,36,4,2,low
case_CL120_EHR_093__anon_c13c4c4ece3d56a1,MiniMax-M3,case_CL120_EHR_093__MiniMax-M3,case_CL120_EHR_093,MiniMax M3,closed_success,29,False,2b7d59e5bb8d3f13f837e977dd88584c63837d8388d689738836a49727316143,3d2c4d0638d3311d5adc2a08feab218480cca293cb63105f3d6b414a86c6f5bb,trajectories/by_model/MiniMax-M3/case_CL120_EHR_093.json,68,29,29,1,3,3,3,True,29.0,1,1,30,0,0,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.25,4,1.7853571071357126,True,True,True,1,44,4,5,moderate
case_CL120_EHR_094__anon_0091be42db4f8582,MiniMax-M3,case_CL120_EHR_094__MiniMax-M3,case_CL120_EHR_094,MiniMax M3,closed_success,51,False,2a659854596b01f58a703897133331c19642cc8b479a7c2ce4a1322af138f2a9,96f0e5348b7f77828c754dd2583880b7c9e0a2cd36d35794ae29397160c843de,trajectories/by_model/MiniMax-M3/case_CL120_EHR_094.json,117,51,51,3,4,3,4,True,17.0,1,35,52,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.5,3,1.118033988749895,True,True,False,1,57,4,3,low
case_CL120_EHR_095__anon_4fb9e77a99a53793,MiniMax-M3,case_CL120_EHR_095__MiniMax-M3,case_CL120_EHR_095,MiniMax M3,closed_success,27,False,ef6a66848caa9d1fe4fc226fda3ed050fbdc00492f71fb9e8c6629cb15e71de0,68bef9210b705a7332441c1693594f4f84255d51d9ec78fd8169df5dfdc657b5,trajectories/by_model/MiniMax-M3/case_CL120_EHR_095.json,70,27,27,2,3,3,3,True,13.5,1,4,28,0,6,,,,closed,terminal_bounded_episode_closed,True,False,False,2.0,2.5,4,1.5,True,True,True,1,47,4,4,moderate
case_CL120_EHR_096__anon_c33e821dc59bebfe,MiniMax-M3,case_CL120_EHR_096__MiniMax-M3,case_CL120_EHR_096,MiniMax M3,closed_success,37,False,6db78afafad8430ef95b7147cb17199979b00b155afd6f3b420e5d98cb924f6d,3a2affb2f3a96d45da3e74c12e3aa70eec72bf95ee78bb4f6b25cd917c334df9,trajectories/by_model/MiniMax-M3/case_CL120_EHR_096.json,80,37,37,1,1,1,1,True,37.0,1,1,38,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,74,4,4,moderate
case_CL120_EHR_097__anon_36c42f28b7951722,MiniMax-M3,case_CL120_EHR_097__MiniMax-M3,case_CL120_EHR_097,MiniMax M3,closed_success,8,False,e0b86f004e59eb0e9af8a4ea9f48a71fc99e1a7688604a41b7e7fc48b4547aee,77111f72b68e97e4d5aa332e9d8de34b5fa8d6dd0c0050fba3e5d688ca1679ad,trajectories/by_model/MiniMax-M3/case_CL120_EHR_097.json,32,8,8,3,4,4,4,True,2.6666666666666665,1,3,9,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,26,3,4,moderate
case_CL120_EHR_098__anon_87cb43a661966a3f,MiniMax-M3,case_CL120_EHR_098__MiniMax-M3,case_CL120_EHR_098,MiniMax M3,closed_success,32,False,ed7f2744534b9df74b5cf874522a474aeb9a3ec5cbeda6cafad1a161571d6856,4a09f810d603259f0e63d8e738149c614eb1c90b020a1c84ced30c254811ab40,trajectories/by_model/MiniMax-M3/case_CL120_EHR_098.json,81,32,32,1,1,1,1,True,32.0,10,10,33,0,13,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,4,3,1.224744871391589,False,True,True,1,49,4,2,low
case_CL120_EHR_099__anon_2b18fecc5543e6ec,MiniMax-M3,case_CL120_EHR_099__MiniMax-M3,case_CL120_EHR_099,MiniMax M3,runtime_error,6,True,b0d8c2970e6854ed1e51fa3102288d47a0ddcc3844e4e17cb6ce80a056047eb0,48e1c2bdb375a5144bf1f580e133300eca0fdf8abdd39352472728f9ecf3f483,trajectories/by_model/MiniMax-M3/case_CL120_EHR_099.json,15,5,5,0,0,0,0,False,,,,6,0,4,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,4.0,3.75,3,1.0897247358851685,False,True,False,1,27,4,3,low
case_CL120_EHR_100__anon_7dd689059c601957,MiniMax-M3,case_CL120_EHR_100__MiniMax-M3,case_CL120_EHR_100,MiniMax M3,closed_success,59,False,bc9fb51cacd550044a228e3b0ae0aeba424ac4f3efef96be661f7f0d4bd1ec76,8eb8f5ddfb02a966d0d8c9ef8a175122246cba5cc4141263a673e06ef1d625c4,trajectories/by_model/MiniMax-M3/case_CL120_EHR_100.json,135,59,59,1,5,4,4,True,59.0,1,1,0,60,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3.25,3,1.299038105676658,False,True,True,2,53,4,5,moderate
case_CL120_EHR_101__anon_b19c283f749dd405,MiniMax-M3,case_CL120_EHR_101__MiniMax-M3,case_CL120_EHR_101,MiniMax M3,closed_success,19,False,9e7f04a045e73c449391d8a9ea5c73217fd75dff7f07fc415103700e667cb06c,127e5fc3a4d1ed0646a41587ea20f69d3b996fd24990e27302b780be8fbd0e26,trajectories/by_model/MiniMax-M3/case_CL120_EHR_101.json,52,19,19,1,5,4,4,True,19.0,1,1,20,0,0,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,True,True,2,46,4,5,moderate
case_CL120_EHR_102__anon_c37e2ef4cd8e61b3,MiniMax-M3,case_CL120_EHR_102__MiniMax-M3,case_CL120_EHR_102,MiniMax M3,closed_success,44,False,7b6907e96d683d28c40724db1430ce605a205442c4983a7c7d63b9965e5b8e95,b71484d3a2cce2f9ef50d46f787193e09ae81830f37dc48f6ec619deb4b714b7,trajectories/by_model/MiniMax-M3/case_CL120_EHR_102.json,104,44,44,2,4,4,4,True,22.0,1,18,0,45,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,2,69,4,7,high
